spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
5391,565,technical,Length,21.15,various
5392,565,technical,Width,4.16,various
5393,565,technical,Reduction,0.6042616000000001,various
5394,565,technical,Shape,Asscher,various
5395,565,technical,Diamond Size(Round) mm,1.25,various
5396,565,technical,Diamond size (Asscher) mm,4.0,various
5397,565,technical,Diamond count (Asscher),1.0,various
5398,566,technical,SKU Code,S R-19016(0.50),various
5399,566,technical,Diamond Wt,0.47,various
5400,566,technical,Volume,192.44,various
5401,566,technical,Casting wt.,3.021308,various
5402,566,technical,18KT wt.(Gm),2.4170464,various
5403,566,technical,Diamond Count(Round),20.0,various
5404,566,technical,Length,21.15,various
5405,566,technical,Width,4.16,various
5406,566,technical,Reduction,0.6042616000000001,various
5407,566,technical,Shape,Asscher,various
5408,566,technical,Diamond Size(Round) mm,1.25,various
5409,566,technical,Diamond size (Asscher) mm,4.0,various
5410,566,technical,Diamond count (Asscher),1.0,various
5411,567,technical,SKU Code,S R-19016(0.50),various
5412,567,technical,Diamond Wt,0.47,various
5413,567,technical,Volume,192.44,various
5414,567,technical,Casting wt.,3.021308,various
5415,567,technical,18KT wt.(Gm),2.4170464,various
5416,567,technical,Diamond Count(Round),20.0,various
5417,567,technical,Length,21.15,various
5418,567,technical,Width,4.16,various
5419,567,technical,Reduction,0.6042616000000001,various
5420,567,technical,Shape,Asscher,various
5421,567,technical,Diamond Size(Round) mm,1.25,various
5422,567,technical,Diamond size (Asscher) mm,4.0,various
5423,567,technical,Diamond count (Asscher),1.0,various
5424,568,technical,SKU Code,S R-19016(0.50),various
5425,568,technical,Diamond Wt,0.47,various
5426,568,technical,Volume,192.44,various
5427,568,technical,Casting wt.,3.021308,various
5428,568,technical,18KT wt.(Gm),2.4170464,various
5429,568,technical,Diamond Count(Round),20.0,various
5430,568,technical,Length,21.15,various
5431,568,technical,Width,4.16,various
5432,568,technical,Reduction,0.6042616000000001,various
5433,568,technical,Shape,Asscher,various
5434,568,technical,Diamond Size(Round) mm,1.25,various
5435,568,technical,Diamond size (Asscher) mm,4.0,various
5436,568,technical,Diamond count (Asscher),1.0,various
5437,569,technical,SKU Code,S R-19016(0.50),various
5438,569,technical,Diamond Wt,0.47,various
5439,569,technical,Volume,192.44,various
5440,569,technical,Casting wt.,3.021308,various
5441,569,technical,18KT wt.(Gm),2.4170464,various
5442,569,technical,Diamond Count(Round),20.0,various
5443,569,technical,Length,21.15,various
5444,569,technical,Width,4.16,various
5445,569,technical,Reduction,0.6042616000000001,various
5446,569,technical,Shape,Asscher,various
5447,569,technical,Diamond Size(Round) mm,1.25,various
5448,569,technical,Diamond size (Asscher) mm,4.0,various
5449,569,technical,Diamond count (Asscher),1.0,various
5450,570,technical,SKU Code,S R-19016(0.50),various
5451,570,technical,Diamond Wt,0.47,various
5452,570,technical,Volume,192.44,various
5453,570,technical,Casting wt.,3.021308,various
5454,570,technical,18KT wt.(Gm),2.4170464,various
5455,570,technical,Diamond Count(Round),20.0,various
5456,570,technical,Length,21.15,various
5457,570,technical,Width,4.16,various
5458,570,technical,Reduction,0.6042616000000001,various
5459,570,technical,Shape,Asscher,various
5460,570,technical,Diamond Size(Round) mm,1.25,various
5461,570,technical,Diamond size (Asscher) mm,4.0,various
5462,570,technical,Diamond count (Asscher),1.0,various
5463,571,technical,SKU Code,S R-19016(0.50),various
5464,571,technical,Diamond Wt,0.47,various
5465,571,technical,Volume,192.44,various
5466,571,technical,Casting wt.,3.021308,various
5467,571,technical,18KT wt.(Gm),2.4170464,various
5468,571,technical,Diamond Count(Round),20.0,various
5469,571,technical,Length,21.15,various
5470,571,technical,Width,4.16,various
5471,571,technical,Reduction,0.6042616000000001,various
5472,571,technical,Shape,Asscher,various
5473,571,technical,Diamond Size(Round) mm,1.25,various
5474,571,technical,Diamond size (Asscher) mm,4.0,various
5475,571,technical,Diamond count (Asscher),1.0,various
5476,572,technical,SKU Code,S R-19016(0.50),various
5477,572,technical,Diamond Wt,0.47,various
5478,572,technical,Volume,192.44,various
5479,572,technical,Casting wt.,3.021308,various
5480,572,technical,18KT wt.(Gm),2.4170464,various
5481,572,technical,Diamond Count(Round),20.0,various
5482,572,technical,Length,21.15,various
5483,572,technical,Width,4.16,various
5484,572,technical,Reduction,0.6042616000000001,various
5485,572,technical,Shape,Asscher,various
5486,572,technical,Diamond Size(Round) mm,1.25,various
5487,572,technical,Diamond size (Asscher) mm,4.0,various
5488,572,technical,Diamond count (Asscher),1.0,various
5489,573,technical,SKU Code,S R-19016(0.50),various
5490,573,technical,Diamond Wt,0.47,various
5491,573,technical,Volume,192.44,various
5492,573,technical,Casting wt.,3.021308,various
5493,573,technical,18KT wt.(Gm),2.4170464,various
5494,573,technical,Diamond Count(Round),20.0,various
5495,573,technical,Length,21.15,various
5496,573,technical,Width,4.16,various
5497,573,technical,Reduction,0.6042616000000001,various
5498,573,technical,Shape,Asscher,various
5499,573,technical,Diamond Size(Round) mm,1.25,various
5500,573,technical,Diamond size (Asscher) mm,4.0,various
5501,573,technical,Diamond count (Asscher),1.0,various
5502,574,technical,SKU Code,S R-19016(0.50),various
5503,574,technical,Diamond Wt,0.47,various
5504,574,technical,Volume,192.44,various
5505,574,technical,Casting wt.,3.021308,various
5506,574,technical,18KT wt.(Gm),2.4170464,various
5507,574,technical,Diamond Count(Round),20.0,various
5508,574,technical,Length,21.15,various
5509,574,technical,Width,4.16,various
5510,574,technical,Reduction,0.6042616000000001,various
5511,574,technical,Shape,Asscher,various
5512,574,technical,Diamond Size(Round) mm,1.25,various
5513,574,technical,Diamond size (Asscher) mm,4.0,various
5514,574,technical,Diamond count (Asscher),1.0,various
5515,575,technical,SKU Code,S R-19016(0.50),various
5516,575,technical,Diamond Wt,0.47,various
5517,575,technical,Volume,192.44,various
5518,575,technical,Casting wt.,3.021308,various
5519,575,technical,18KT wt.(Gm),2.4170464,various
5520,575,technical,Diamond Count(Round),20.0,various
5521,575,technical,Length,21.15,various
5522,575,technical,Width,4.16,various
5523,575,technical,Reduction,0.6042616000000001,various
5524,575,technical,Shape,Asscher,various
5525,575,technical,Diamond Size(Round) mm,1.25,various
5526,575,technical,Diamond size (Asscher) mm,4.0,various
5527,575,technical,Diamond count (Asscher),1.0,various
5528,576,technical,SKU Code,S R-19016(0.50),various
5529,576,technical,Diamond Wt,0.47,various
5530,576,technical,Volume,192.44,various
5531,576,technical,Casting wt.,3.021308,various
5532,576,technical,18KT wt.(Gm),2.4170464,various
5533,576,technical,Diamond Count(Round),20.0,various
5534,576,technical,Length,21.15,various
5535,576,technical,Width,4.16,various
5536,576,technical,Reduction,0.6042616000000001,various
5537,576,technical,Shape,Asscher,various
5538,576,technical,Diamond Size(Round) mm,1.25,various
5539,576,technical,Diamond size (Asscher) mm,4.0,various
5540,576,technical,Diamond count (Asscher),1.0,various
5541,577,technical,SKU Code,S R-19017(0.50),various
5542,577,technical,Diamond Wt,0.5,various
5543,577,technical,Volume,194.0,various
5544,577,technical,Casting wt.,3.0458,various
5545,577,technical,18KT wt.(Gm),2.43664,various
5546,577,technical,Diamond Count(Round),20.0,various
5547,577,technical,Length,21.15,various
5548,577,technical,Width,4.63,various
5549,577,technical,Reduction,0.60916,various
5550,577,technical,Shape,Radiant,various
5551,577,technical,Diamond Size(Round) mm,1.25,various
5552,577,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5553,577,technical,Diamond Count(Radiant),1.0,various
5554,578,technical,SKU Code,S R-19017(0.50),various
5555,578,technical,Diamond Wt,0.5,various
5556,578,technical,Volume,194.0,various
5557,578,technical,Casting wt.,3.0458,various
5558,578,technical,18KT wt.(Gm),2.43664,various
5559,578,technical,Diamond Count(Round),20.0,various
5560,578,technical,Length,21.15,various
5561,578,technical,Width,4.63,various
5562,578,technical,Reduction,0.60916,various
5563,578,technical,Shape,Radiant,various
5564,578,technical,Diamond Size(Round) mm,1.25,various
5565,578,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5566,578,technical,Diamond Count(Radiant),1.0,various
5567,579,technical,SKU Code,S R-19017(0.50),various
5568,579,technical,Diamond Wt,0.5,various
5569,579,technical,Volume,194.0,various
5570,579,technical,Casting wt.,3.0458,various
5571,579,technical,18KT wt.(Gm),2.43664,various
5572,579,technical,Diamond Count(Round),20.0,various
5573,579,technical,Length,21.15,various
5574,579,technical,Width,4.63,various
5575,579,technical,Reduction,0.60916,various
5576,579,technical,Shape,Radiant,various
5577,579,technical,Diamond Size(Round) mm,1.25,various
5578,579,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5579,579,technical,Diamond Count(Radiant),1.0,various
5580,580,technical,SKU Code,S R-19017(0.50),various
5581,580,technical,Diamond Wt,0.5,various
5582,580,technical,Volume,194.0,various
5583,580,technical,Casting wt.,3.0458,various
5584,580,technical,18KT wt.(Gm),2.43664,various
5585,580,technical,Diamond Count(Round),20.0,various
5586,580,technical,Length,21.15,various
5587,580,technical,Width,4.63,various
5588,580,technical,Reduction,0.60916,various
5589,580,technical,Shape,Radiant,various
5590,580,technical,Diamond Size(Round) mm,1.25,various
5591,580,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5592,580,technical,Diamond Count(Radiant),1.0,various
5593,581,technical,SKU Code,S R-19017(0.50),various
5594,581,technical,Diamond Wt,0.5,various
5595,581,technical,Volume,194.0,various
5596,581,technical,Casting wt.,3.0458,various
5597,581,technical,18KT wt.(Gm),2.43664,various
5598,581,technical,Diamond Count(Round),20.0,various
5599,581,technical,Length,21.15,various
5600,581,technical,Width,4.63,various
5601,581,technical,Reduction,0.60916,various
5602,581,technical,Shape,Radiant,various
5603,581,technical,Diamond Size(Round) mm,1.25,various
5604,581,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5605,581,technical,Diamond Count(Radiant),1.0,various
5606,582,technical,SKU Code,S R-19017(0.50),various
5607,582,technical,Diamond Wt,0.5,various
5608,582,technical,Volume,194.0,various
5609,582,technical,Casting wt.,3.0458,various
5610,582,technical,18KT wt.(Gm),2.43664,various
5611,582,technical,Diamond Count(Round),20.0,various
5612,582,technical,Length,21.15,various
5613,582,technical,Width,4.63,various
5614,582,technical,Reduction,0.60916,various
5615,582,technical,Shape,Radiant,various
5616,582,technical,Diamond Size(Round) mm,1.25,various
5617,582,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5618,582,technical,Diamond Count(Radiant),1.0,various
5619,583,technical,SKU Code,S R-19017(0.50),various
5620,583,technical,Diamond Wt,0.5,various
5621,583,technical,Volume,194.0,various
5622,583,technical,Casting wt.,3.0458,various
5623,583,technical,18KT wt.(Gm),2.43664,various
5624,583,technical,Diamond Count(Round),20.0,various
5625,583,technical,Length,21.15,various
5626,583,technical,Width,4.63,various
5627,583,technical,Reduction,0.60916,various
5628,583,technical,Shape,Radiant,various
5629,583,technical,Diamond Size(Round) mm,1.25,various
5630,583,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5631,583,technical,Diamond Count(Radiant),1.0,various
5632,584,technical,SKU Code,S R-19017(0.50),various
5633,584,technical,Diamond Wt,0.5,various
5634,584,technical,Volume,194.0,various
5635,584,technical,Casting wt.,3.0458,various
5636,584,technical,18KT wt.(Gm),2.43664,various
5637,584,technical,Diamond Count(Round),20.0,various
5638,584,technical,Length,21.15,various
5639,584,technical,Width,4.63,various
5640,584,technical,Reduction,0.60916,various
5641,584,technical,Shape,Radiant,various
5642,584,technical,Diamond Size(Round) mm,1.25,various
5643,584,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5644,584,technical,Diamond Count(Radiant),1.0,various
5645,585,technical,SKU Code,S R-19017(0.50),various
5646,585,technical,Diamond Wt,0.5,various
5647,585,technical,Volume,194.0,various
5648,585,technical,Casting wt.,3.0458,various
5649,585,technical,18KT wt.(Gm),2.43664,various
5650,585,technical,Diamond Count(Round),20.0,various
5651,585,technical,Length,21.15,various
5652,585,technical,Width,4.63,various
5653,585,technical,Reduction,0.60916,various
5654,585,technical,Shape,Radiant,various
5655,585,technical,Diamond Size(Round) mm,1.25,various
5656,585,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5657,585,technical,Diamond Count(Radiant),1.0,various
5658,586,technical,SKU Code,S R-19017(0.50),various
5659,586,technical,Diamond Wt,0.5,various
5660,586,technical,Volume,194.0,various
5661,586,technical,Casting wt.,3.0458,various
5662,586,technical,18KT wt.(Gm),2.43664,various
5663,586,technical,Diamond Count(Round),20.0,various
5664,586,technical,Length,21.15,various
5665,586,technical,Width,4.63,various
5666,586,technical,Reduction,0.60916,various
5667,586,technical,Shape,Radiant,various
5668,586,technical,Diamond Size(Round) mm,1.25,various
5669,586,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5670,586,technical,Diamond Count(Radiant),1.0,various
5671,587,technical,SKU Code,S R-19017(0.50),various
5672,587,technical,Diamond Wt,0.5,various
5673,587,technical,Volume,194.0,various
5674,587,technical,Casting wt.,3.0458,various
5675,587,technical,18KT wt.(Gm),2.43664,various
5676,587,technical,Diamond Count(Round),20.0,various
5677,587,technical,Length,21.15,various
5678,587,technical,Width,4.63,various
5679,587,technical,Reduction,0.60916,various
5680,587,technical,Shape,Radiant,various
5681,587,technical,Diamond Size(Round) mm,1.25,various
5682,587,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5683,587,technical,Diamond Count(Radiant),1.0,various
5684,588,technical,SKU Code,S R-19017(0.50),various
5685,588,technical,Diamond Wt,0.5,various
5686,588,technical,Volume,194.0,various
5687,588,technical,Casting wt.,3.0458,various
5688,588,technical,18KT wt.(Gm),2.43664,various
5689,588,technical,Diamond Count(Round),20.0,various
5690,588,technical,Length,21.15,various
5691,588,technical,Width,4.63,various
5692,588,technical,Reduction,0.60916,various
5693,588,technical,Shape,Radiant,various
5694,588,technical,Diamond Size(Round) mm,1.25,various
5695,588,technical,Diamond Size(Radiant) mm,4.5 * 3.5,various
5696,588,technical,Diamond Count(Radiant),1.0,various
5697,589,technical,SKU Code,S R-19018(0.50),various
5698,589,technical,Diamond Wt,0.49,various
5699,589,technical,Volume,192.51,various
5700,589,technical,Casting wt.,3.0224069999999994,various
5701,589,technical,18KT wt.(Gm),2.4179256,various
5702,589,technical,Diamond Count(Round),20.0,various
5703,589,technical,Diamond Count(Heart),1.0,various
5704,589,technical,Length,21.15,various
5705,589,technical,Width,5.41,various
5706,589,technical,Reduction,0.6044814,various
5707,589,technical,Shape,Heart,various
5708,589,technical,Diamond Size(Round) mm,1.25,various
5709,589,technical,Diamond Size(Heart) mm,4.5,various
5710,590,technical,SKU Code,S R-19018(0.50),various
5711,590,technical,Diamond Wt,0.49,various
5712,590,technical,Volume,192.51,various
5713,590,technical,Casting wt.,3.0224069999999994,various
5714,590,technical,18KT wt.(Gm),2.4179256,various
5715,590,technical,Diamond Count(Round),20.0,various
5716,590,technical,Diamond Count(Heart),1.0,various
5717,590,technical,Length,21.15,various
5718,590,technical,Width,5.41,various
5719,590,technical,Reduction,0.6044814,various
5720,590,technical,Shape,Heart,various
5721,590,technical,Diamond Size(Round) mm,1.25,various
5722,590,technical,Diamond Size(Heart) mm,4.5,various
5723,591,technical,SKU Code,S R-19018(0.50),various
5724,591,technical,Diamond Wt,0.49,various
5725,591,technical,Volume,192.51,various
5726,591,technical,Casting wt.,3.0224069999999994,various
5727,591,technical,18KT wt.(Gm),2.4179256,various
5728,591,technical,Diamond Count(Round),20.0,various
5729,591,technical,Diamond Count(Heart),1.0,various
5730,591,technical,Length,21.15,various
5731,591,technical,Width,5.41,various
5732,591,technical,Reduction,0.6044814,various
5733,591,technical,Shape,Heart,various
5734,591,technical,Diamond Size(Round) mm,1.25,various
5735,591,technical,Diamond Size(Heart) mm,4.5,various
5736,592,technical,SKU Code,S R-19018(0.50),various
5737,592,technical,Diamond Wt,0.49,various
5738,592,technical,Volume,192.51,various
5739,592,technical,Casting wt.,3.0224069999999994,various
5740,592,technical,18KT wt.(Gm),2.4179256,various
5741,592,technical,Diamond Count(Round),20.0,various
5742,592,technical,Diamond Count(Heart),1.0,various
5743,592,technical,Length,21.15,various
5744,592,technical,Width,5.41,various
5745,592,technical,Reduction,0.6044814,various
5746,592,technical,Shape,Heart,various
5747,592,technical,Diamond Size(Round) mm,1.25,various
5748,592,technical,Diamond Size(Heart) mm,4.5,various
5749,593,technical,SKU Code,S R-19018(0.50),various
5750,593,technical,Diamond Wt,0.49,various
5751,593,technical,Volume,192.51,various
5752,593,technical,Casting wt.,3.0224069999999994,various
5753,593,technical,18KT wt.(Gm),2.4179256,various
5754,593,technical,Diamond Count(Round),20.0,various
5755,593,technical,Diamond Count(Heart),1.0,various
5756,593,technical,Length,21.15,various
5757,593,technical,Width,5.41,various
5758,593,technical,Reduction,0.6044814,various
5759,593,technical,Shape,Heart,various
5760,593,technical,Diamond Size(Round) mm,1.25,various
5761,593,technical,Diamond Size(Heart) mm,4.5,various
5762,594,technical,SKU Code,S R-19018(0.50),various
5763,594,technical,Diamond Wt,0.49,various
5764,594,technical,Volume,192.51,various
5765,594,technical,Casting wt.,3.0224069999999994,various
5766,594,technical,18KT wt.(Gm),2.4179256,various
5767,594,technical,Diamond Count(Round),20.0,various
5768,594,technical,Diamond Count(Heart),1.0,various
5769,594,technical,Length,21.15,various
5770,594,technical,Width,5.41,various
5771,594,technical,Reduction,0.6044814,various
5772,594,technical,Shape,Heart,various
5773,594,technical,Diamond Size(Round) mm,1.25,various
5774,594,technical,Diamond Size(Heart) mm,4.5,various
5775,595,technical,SKU Code,S R-19018(0.50),various
5776,595,technical,Diamond Wt,0.49,various
5777,595,technical,Volume,192.51,various
5778,595,technical,Casting wt.,3.0224069999999994,various
5779,595,technical,18KT wt.(Gm),2.4179256,various
5780,595,technical,Diamond Count(Round),20.0,various
5781,595,technical,Diamond Count(Heart),1.0,various
5782,595,technical,Length,21.15,various
5783,595,technical,Width,5.41,various
5784,595,technical,Reduction,0.6044814,various
5785,595,technical,Shape,Heart,various
5786,595,technical,Diamond Size(Round) mm,1.25,various
5787,595,technical,Diamond Size(Heart) mm,4.5,various
5788,596,technical,SKU Code,S R-19018(0.50),various
5789,596,technical,Diamond Wt,0.49,various
5790,596,technical,Volume,192.51,various
5791,596,technical,Casting wt.,3.0224069999999994,various
5792,596,technical,18KT wt.(Gm),2.4179256,various
5793,596,technical,Diamond Count(Round),20.0,various
5794,596,technical,Diamond Count(Heart),1.0,various
5795,596,technical,Length,21.15,various
5796,596,technical,Width,5.41,various
5797,596,technical,Reduction,0.6044814,various
5798,596,technical,Shape,Heart,various
5799,596,technical,Diamond Size(Round) mm,1.25,various
5800,596,technical,Diamond Size(Heart) mm,4.5,various
5801,597,technical,SKU Code,S R-19018(0.50),various
5802,597,technical,Diamond Wt,0.49,various
5803,597,technical,Volume,192.51,various
5804,597,technical,Casting wt.,3.0224069999999994,various
5805,597,technical,18KT wt.(Gm),2.4179256,various
5806,597,technical,Diamond Count(Round),20.0,various
5807,597,technical,Diamond Count(Heart),1.0,various
5808,597,technical,Length,21.15,various
5809,597,technical,Width,5.41,various
5810,597,technical,Reduction,0.6044814,various
5811,597,technical,Shape,Heart,various
5812,597,technical,Diamond Size(Round) mm,1.25,various
5813,597,technical,Diamond Size(Heart) mm,4.5,various
5814,598,technical,SKU Code,S R-19018(0.50),various
5815,598,technical,Diamond Wt,0.49,various
5816,598,technical,Volume,192.51,various
5817,598,technical,Casting wt.,3.0224069999999994,various
5818,598,technical,18KT wt.(Gm),2.4179256,various
5819,598,technical,Diamond Count(Round),20.0,various
5820,598,technical,Diamond Count(Heart),1.0,various
5821,598,technical,Length,21.15,various
5822,598,technical,Width,5.41,various
5823,598,technical,Reduction,0.6044814,various
5824,598,technical,Shape,Heart,various
5825,598,technical,Diamond Size(Round) mm,1.25,various
5826,598,technical,Diamond Size(Heart) mm,4.5,various
5827,599,technical,SKU Code,S R-19018(0.50),various
5828,599,technical,Diamond Wt,0.49,various
5829,599,technical,Volume,192.51,various
5830,599,technical,Casting wt.,3.0224069999999994,various
5831,599,technical,18KT wt.(Gm),2.4179256,various
5832,599,technical,Diamond Count(Round),20.0,various
5833,599,technical,Diamond Count(Heart),1.0,various
5834,599,technical,Length,21.15,various
5835,599,technical,Width,5.41,various
5836,599,technical,Reduction,0.6044814,various
5837,599,technical,Shape,Heart,various
5838,599,technical,Diamond Size(Round) mm,1.25,various
5839,599,technical,Diamond Size(Heart) mm,4.5,various
5840,600,technical,SKU Code,S R-19018(0.50),various
5841,600,technical,Diamond Wt,0.49,various
5842,600,technical,Volume,192.51,various
5843,600,technical,Casting wt.,3.0224069999999994,various
5844,600,technical,18KT wt.(Gm),2.4179256,various
5845,600,technical,Diamond Count(Round),20.0,various
5846,600,technical,Diamond Count(Heart),1.0,various
5847,600,technical,Length,21.15,various
5848,600,technical,Width,5.41,various
5849,600,technical,Reduction,0.6044814,various
5850,600,technical,Shape,Heart,various
5851,600,technical,Diamond Size(Round) mm,1.25,various
5852,600,technical,Diamond Size(Heart) mm,4.5,various
5853,601,technical,SKU Code,S R-19020(0.50),various
5854,601,technical,Diamond Wt,0.46,various
5855,601,technical,Volume,197.15,various
5856,601,technical,Casting wt.,3.095255,various
5857,601,technical,18KT wt.(Gm),2.476204,various
5858,601,technical,Diamond Count(Round),20.0,various
5859,601,technical,Diamond Count(Pear),1.0,various
5860,601,technical,Length,21.15,various
5861,601,technical,Width,6.43,various
5862,601,technical,Reduction,0.619051,various
5863,601,technical,Shape,Pear,various
5864,601,technical,Diamond Size(Round) mm,1.25,various
5865,601,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5866,602,technical,SKU Code,S R-19020(0.50),various
5867,602,technical,Diamond Wt,0.46,various
5868,602,technical,Volume,197.15,various
5869,602,technical,Casting wt.,3.095255,various
5870,602,technical,18KT wt.(Gm),2.476204,various
5871,602,technical,Diamond Count(Round),20.0,various
5872,602,technical,Diamond Count(Pear),1.0,various
5873,602,technical,Length,21.15,various
5874,602,technical,Width,6.43,various
5875,602,technical,Reduction,0.619051,various
5876,602,technical,Shape,Pear,various
5877,602,technical,Diamond Size(Round) mm,1.25,various
5878,602,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5879,603,technical,SKU Code,S R-19020(0.50),various
5880,603,technical,Diamond Wt,0.46,various
5881,603,technical,Volume,197.15,various
5882,603,technical,Casting wt.,3.095255,various
5883,603,technical,18KT wt.(Gm),2.476204,various
5884,603,technical,Diamond Count(Round),20.0,various
5885,603,technical,Diamond Count(Pear),1.0,various
5886,603,technical,Length,21.15,various
5887,603,technical,Width,6.43,various
5888,603,technical,Reduction,0.619051,various
5889,603,technical,Shape,Pear,various
5890,603,technical,Diamond Size(Round) mm,1.25,various
5891,603,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5892,604,technical,SKU Code,S R-19020(0.50),various
5893,604,technical,Diamond Wt,0.46,various
5894,604,technical,Volume,197.15,various
5895,604,technical,Casting wt.,3.095255,various
5896,604,technical,18KT wt.(Gm),2.476204,various
5897,604,technical,Diamond Count(Round),20.0,various
5898,604,technical,Diamond Count(Pear),1.0,various
5899,604,technical,Length,21.15,various
5900,604,technical,Width,6.43,various
5901,604,technical,Reduction,0.619051,various
5902,604,technical,Shape,Pear,various
5903,604,technical,Diamond Size(Round) mm,1.25,various
5904,604,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5905,605,technical,SKU Code,S R-19020(0.50),various
5906,605,technical,Diamond Wt,0.46,various
5907,605,technical,Volume,197.15,various
5908,605,technical,Casting wt.,3.095255,various
5909,605,technical,18KT wt.(Gm),2.476204,various
5910,605,technical,Diamond Count(Round),20.0,various
5911,605,technical,Diamond Count(Pear),1.0,various
5912,605,technical,Length,21.15,various
5913,605,technical,Width,6.43,various
5914,605,technical,Reduction,0.619051,various
5915,605,technical,Shape,Pear,various
5916,605,technical,Diamond Size(Round) mm,1.25,various
5917,605,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5918,606,technical,SKU Code,S R-19020(0.50),various
5919,606,technical,Diamond Wt,0.46,various
5920,606,technical,Volume,197.15,various
5921,606,technical,Casting wt.,3.095255,various
5922,606,technical,18KT wt.(Gm),2.476204,various
5923,606,technical,Diamond Count(Round),20.0,various
5924,606,technical,Diamond Count(Pear),1.0,various
5925,606,technical,Length,21.15,various
5926,606,technical,Width,6.43,various
5927,606,technical,Reduction,0.619051,various
5928,606,technical,Shape,Pear,various
5929,606,technical,Diamond Size(Round) mm,1.25,various
5930,606,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5931,607,technical,SKU Code,S R-19020(0.50),various
5932,607,technical,Diamond Wt,0.46,various
5933,607,technical,Volume,197.15,various
5934,607,technical,Casting wt.,3.095255,various
5935,607,technical,18KT wt.(Gm),2.476204,various
5936,607,technical,Diamond Count(Round),20.0,various
5937,607,technical,Diamond Count(Pear),1.0,various
5938,607,technical,Length,21.15,various
5939,607,technical,Width,6.43,various
5940,607,technical,Reduction,0.619051,various
5941,607,technical,Shape,Pear,various
5942,607,technical,Diamond Size(Round) mm,1.25,various
5943,607,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5944,608,technical,SKU Code,S R-19020(0.50),various
5945,608,technical,Diamond Wt,0.46,various
5946,608,technical,Volume,197.15,various
5947,608,technical,Casting wt.,3.095255,various
5948,608,technical,18KT wt.(Gm),2.476204,various
5949,608,technical,Diamond Count(Round),20.0,various
5950,608,technical,Diamond Count(Pear),1.0,various
5951,608,technical,Length,21.15,various
5952,608,technical,Width,6.43,various
5953,608,technical,Reduction,0.619051,various
5954,608,technical,Shape,Pear,various
5955,608,technical,Diamond Size(Round) mm,1.25,various
5956,608,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5957,609,technical,SKU Code,S R-19020(0.50),various
5958,609,technical,Diamond Wt,0.46,various
5959,609,technical,Volume,197.15,various
5960,609,technical,Casting wt.,3.095255,various
5961,609,technical,18KT wt.(Gm),2.476204,various
5962,609,technical,Diamond Count(Round),20.0,various
5963,609,technical,Diamond Count(Pear),1.0,various
5964,609,technical,Length,21.15,various
5965,609,technical,Width,6.43,various
5966,609,technical,Reduction,0.619051,various
5967,609,technical,Shape,Pear,various
5968,609,technical,Diamond Size(Round) mm,1.25,various
5969,609,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5970,610,technical,SKU Code,S R-19020(0.50),various
5971,610,technical,Diamond Wt,0.46,various
5972,610,technical,Volume,197.15,various
5973,610,technical,Casting wt.,3.095255,various
5974,610,technical,18KT wt.(Gm),2.476204,various
5975,610,technical,Diamond Count(Round),20.0,various
5976,610,technical,Diamond Count(Pear),1.0,various
5977,610,technical,Length,21.15,various
5978,610,technical,Width,6.43,various
5979,610,technical,Reduction,0.619051,various
5980,610,technical,Shape,Pear,various
5981,610,technical,Diamond Size(Round) mm,1.25,various
5982,610,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5983,611,technical,SKU Code,S R-19020(0.50),various
5984,611,technical,Diamond Wt,0.46,various
5985,611,technical,Volume,197.15,various
5986,611,technical,Casting wt.,3.095255,various
5987,611,technical,18KT wt.(Gm),2.476204,various
5988,611,technical,Diamond Count(Round),20.0,various
5989,611,technical,Diamond Count(Pear),1.0,various
5990,611,technical,Length,21.15,various
5991,611,technical,Width,6.43,various
5992,611,technical,Reduction,0.619051,various
5993,611,technical,Shape,Pear,various
5994,611,technical,Diamond Size(Round) mm,1.25,various
5995,611,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
5996,612,technical,SKU Code,S R-19020(0.50),various
5997,612,technical,Diamond Wt,0.46,various
5998,612,technical,Volume,197.15,various
5999,612,technical,Casting wt.,3.095255,various
6000,612,technical,18KT wt.(Gm),2.476204,various
6001,612,technical,Diamond Count(Round),20.0,various
